YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI
2025,3,17,13,2.22,2.17
2025,3,17,14,2.04,2.92
2025,3,17,15,1.51,2.85
2025,3,17,16,0.81,2.15
2025,3,17,17,0.15,0.68
2025,3,17,18,0,0
2025,3,17,19,0,0
2025,3,17,20,0,0
2025,3,17,21,0,0
2025,3,17,22,0,0
2025,3,17,23,0,0
2025,3,18,0,0,0
2025,3,18,1,0,0
2025,3,18,2,0,0
2025,3,18,3,0,0
2025,3,18,4,0,0
2025,3,18,5,0,0
2025,3,18,6,0.11,0.15
2025,3,18,7,0.47,0.32
2025,3,18,8,0.86,0.29
2025,3,18,9,1.26,0.04
2025,3,18,10,1.63,0.07
2025,3,18,11,1.97,0.5
2025,3,18,12,1.6,0.14
2025,3,18,13,1.56,0.19
2025,3,18,14,1.42,0.38
2025,3,18,15,0.95,0.27
2025,3,18,16,0.47,0.11
2025,3,18,17,0.11,0.03
2025,3,18,18,0,0
2025,3,18,19,0,0
2025,3,18,20,0,0
2025,3,18,21,0,0
2025,3,18,22,0,0
2025,3,18,23,0,0
2025,3,19,0,0,0
2025,3,19,1,0,0
2025,3,19,2,0,0
2025,3,19,3,0,0
2025,3,19,4,0,0
2025,3,19,5,0,0
2025,3,19,6,0.1,0.02
2025,3,19,7,0.41,0.12
2025,3,19,8,0.82,0.26
2025,3,19,9,1.19,0.47
2025,3,19,10,1.31,0.4
2025,3,19,11,1.06,0
2025,3,19,12,0.31,0
2025,3,19,13,1.06,0
2025,3,19,14,0.34,0.06
2025,3,19,15,0.32,0.14
2025,3,19,16,0.18,0.07
2025,3,19,17,0.05,0.01
2025,3,19,18,0,0
2025,3,19,19,0,0
2025,3,19,20,0,0
2025,3,19,21,0,0
2025,3,19,22,0,0
2025,3,19,23,0,0
2025,3,20,0,0,0
2025,3,20,1,0,0
2025,3,20,2,0,0
2025,3,20,3,0,0
2025,3,20,4,0,0
2025,3,20,5,0,0
2025,3,20,6,0.17,0.3
2025,3,20,7,0.76,1.1
2025,3,20,8,1.25,1.41
2025,3,20,9,1.7,2.1
2025,3,20,10,2.21,2.31
2025,3,20,11,2.66,2.77
2025,3,20,12,2.81,3.55
2025,3,20,13,1.94,1.28
2025,3,20,14,1.32,0.85
2025,3,20,15,1.64,3.24
2025,3,20,16,0.9,2.57
2025,3,20,17,0.2,0.98
2025,3,20,18,0,0
2025,3,20,19,0,0
2025,3,20,20,0,0
2025,3,20,21,0,0
2025,3,20,22,0,0
2025,3,20,23,0,0
2025,3,21,0,0,0
2025,3,21,1,0,0
2025,3,21,2,0,0
2025,3,21,3,0,0
2025,3,21,4,0,0
2025,3,21,5,0,0
2025,3,21,6,0.17,0.49
2025,3,21,7,0.75,1.38
2025,3,21,8,1.41,1.81
2025,3,21,9,2.01,2.49
2025,3,21,10,2.34,2.15
2025,3,21,11,2.65,2.75
2025,3,21,12,2.68,2.8
2025,3,21,13,2.07,1.31
2025,3,21,14,1.37,0.15
2025,3,21,15,0.9,0.07
2025,3,21,16,0.45,0.02
2025,3,21,17,0.11,0
2025,3,21,18,0,0
2025,3,21,19,0,0
2025,3,21,20,0,0
2025,3,21,21,0,0
2025,3,21,22,0,0
2025,3,21,23,0,0
2025,3,22,0,0,0
2025,3,22,1,0,0
2025,3,22,2,0,0
2025,3,22,3,0,0
2025,3,22,4,0,0
2025,3,22,5,0,0
2025,3,22,6,0.17,0.59
2025,3,22,7,0.61,0.91
2025,3,22,8,1.08,0.99
2025,3,22,9,1.56,0.87
2025,3,22,10,1.86,2.37
2025,3,22,11,2.89,3.54
2025,3,22,12,2.87,3.54
2025,3,22,13,2.73,3.72
2025,3,22,14,2.28,3.52
2025,3,22,15,1.61,3.19
2025,3,22,16,0.86,2.38
2025,3,22,17,0.2,1.02
2025,3,22,18,0,0
2025,3,22,19,0,0
2025,3,22,20,0,0
2025,3,22,21,0,0
2025,3,22,22,0,0
2025,3,22,23,0,0
2025,3,23,0,0,0
2025,3,23,1,0,0
2025,3,23,2,0,0
2025,3,23,3,0,0
2025,3,23,4,0,0
2025,3,23,5,0,0
2025,3,23,6,0.09,0
2025,3,23,7,0.43,0.07
2025,3,23,8,0.79,0
2025,3,23,9,1.11,0
2025,3,23,10,2.22,1.7
2025,3,23,11,2.37,1.85
2025,3,23,12,2.11,1.28
2025,3,23,13,0.2,0
2025,3,23,14,0.09,0.02
2025,3,23,15,0.57,0
2025,3,23,16,0.16,0
2025,3,23,17,0.07,0
2025,3,23,18,0,0
2025,3,23,19,0,0
2025,3,23,20,0,0
2025,3,23,21,0,0
2025,3,23,22,0,0
2025,3,23,23,0,0
2025,3,24,0,0,0
2025,3,24,1,0,0
2025,3,24,2,0,0
2025,3,24,3,0,0
2025,3,24,4,0,0
2025,3,24,5,0,0
2025,3,24,6,0.16,0.2
2025,3,24,7,0.68,0.72
2025,3,24,8,1.17,0.82
2025,3,24,9,1.74,1.1
2025,3,24,10,2.02,1.34
2025,3,24,11,2.18,1.51
2025,3,24,12,2.07,1.16
2025,3,24,13,1.94,1.3
2025,3,24,14,1.88,2.37
2025,3,24,15,1.39,2.31
2025,3,24,16,0.82,1.78
2025,3,24,17,0.24,1
2025,3,24,18,0,0
2025,3,24,19,0,0
2025,3,24,20,0,0
2025,3,24,21,0,0
2025,3,24,22,0,0
2025,3,24,23,0,0
2025,3,25,0,0,0
2025,3,25,1,0,0
2025,3,25,2,0,0
2025,3,25,3,0,0
2025,3,25,4,0,0
2025,3,25,5,0,0
2025,3,25,6,0.32,0.95
2025,3,25,7,1.04,2.59
2025,3,25,8,1.73,3.07
2025,3,25,9,2.33,3.27
2025,3,25,10,2.74,3.46
2025,3,25,11,2.94,3.43
2025,3,25,12,2.93,3.48
2025,3,25,13,2.65,3.51
2025,3,25,14,2.01,2.42
2025,3,25,15,1.4,2.16
2025,3,25,16,0.84,1.86
2025,3,25,17,0.23,0.78
2025,3,25,18,0,0
2025,3,25,19,0,0
2025,3,25,20,0,0
2025,3,25,21,0,0
2025,3,25,22,0,0
2025,3,25,23,0,0
2025,3,26,0,0,0
2025,3,26,1,0,0
2025,3,26,2,0,0
2025,3,26,3,0,0
2025,3,26,4,0,0
2025,3,26,5,0,0
2025,3,26,6,0.27,0.77
2025,3,26,7,0.82,1.51
2025,3,26,8,1.41,2
2025,3,26,9,1.98,2.47
2025,3,26,10,2.45,2.97
2025,3,26,11,2.76,2.95
2025,3,26,12,2.88,3.46
2025,3,26,13,2.57,2.91
2025,3,26,14,2.06,2.67
2025,3,26,15,1.43,2.42
2025,3,26,16,0.79,1.74
2025,3,26,17,0.2,0.58
2025,3,26,18,0,0
2025,3,26,19,0,0
2025,3,26,20,0,0
2025,3,26,21,0,0
2025,3,26,22,0,0
2025,3,26,23,0,0
2025,3,27,0,0,0
2025,3,27,1,0,0
2025,3,27,2,0,0
2025,3,27,3,0,0
2025,3,27,4,0,0
2025,3,27,5,0,0
2025,3,27,6,0.18,0.09
2025,3,27,7,0.48,0.11
2025,3,27,8,0.77,0.12
2025,3,27,9,1.03,0.5
2025,3,27,10,1.24,0
2025,3,27,11,1.66,0.56
2025,3,27,12,1.79,0.56
2025,3,27,13,1.49,1.32
2025,3,27,14,1.22,1.19
2025,3,27,15,0.93,1.21
2025,3,27,16,0.45,0.56
2025,3,27,17,0.11,0.32
2025,3,27,18,0,0
2025,3,27,19,0,0
2025,3,27,20,0,0
2025,3,27,21,0,0
2025,3,27,22,0,0
2025,3,27,23,0,0
2025,3,28,0,0,0
2025,3,28,1,0,0
2025,3,28,2,0,0
2025,3,28,3,0,0
2025,3,28,4,0,0
2025,3,28,5,0,0
2025,3,28,6,0.17,0.03
2025,3,28,7,0.44,0.05
2025,3,28,8,0.67,0.05
2025,3,28,9,1,0.15
2025,3,28,10,1.78,1.02
2025,3,28,11,2.29,1.77
2025,3,28,12,2.32,2.09
2025,3,28,13,2.29,2.29
2025,3,28,14,1.9,2.1
2025,3,28,15,1.38,1.8
2025,3,28,16,0.77,1.28
2025,3,28,17,0.16,0.12
2025,3,28,18,0,0
2025,3,28,19,0,0
2025,3,28,20,0,0
2025,3,28,21,0,0
2025,3,28,22,0,0
2025,3,28,23,0,0
2025,3,29,0,0,0
2025,3,29,1,0,0
2025,3,29,2,0,0
2025,3,29,3,0,0
2025,3,29,4,0,0
2025,3,29,5,0,0
2025,3,29,6,0.22,0.18
2025,3,29,7,0.5,0.3
2025,3,29,8,0.68,0.12
2025,3,29,9,1.09,0.42
2025,3,29,10,1.21,0.37
2025,3,29,11,1.71,0.57
2025,3,29,12,1.53,1.35
2025,3,29,13,1.14,0.2
2025,3,29,14,0.83,0.11
2025,3,29,15,0.59,0.37
2025,3,29,16,0.35,0.23
2025,3,29,17,0.08,0.06
2025,3,29,18,0,0
2025,3,29,19,0,0
2025,3,29,20,0,0
2025,3,29,21,0,0
2025,3,29,22,0,0
2025,3,29,23,0,0
2025,3,30,0,0,0
2025,3,30,1,0,0
2025,3,30,2,0,0
2025,3,30,3,0,0
2025,3,30,4,0,0
2025,3,30,5,0.01,0
2025,3,30,6,0.09,0.03
2025,3,30,7,0.2,0.02
2025,3,30,8,0.25,0
2025,3,30,9,0.52,0.07
2025,3,30,10,0.81,0.32
2025,3,30,11,1.16,0.8
2025,3,30,12,1.19,1.56
2025,3,30,13,1.2,0.25
2025,3,30,14,0.23,0
2025,3,30,15,0.24,0.03
2025,3,30,16,0.11,0.04
2025,3,30,17,0.05,0.03
2025,3,30,18,0,0
2025,3,30,19,0,0
2025,3,30,20,0,0
2025,3,30,21,0,0
2025,3,30,22,0,0
2025,3,30,23,0,0
2025,3,31,0,0,0
2025,3,31,1,0,0
2025,3,31,2,0,0
2025,3,31,3,0,0
2025,3,31,4,0,0
2025,3,31,5,0.01,0.08
2025,3,31,6,0.2,0.6
2025,3,31,7,0.49,1.18
2025,3,31,8,0.5,0
2025,3,31,9,1,0.24
2025,3,31,10,1.5,0.65
2025,3,31,11,2.11,1.36
2025,3,31,12,2.26,2.91
2025,3,31,13,2.41,3.04
2025,3,31,14,2.26,3.18
2025,3,31,15,1.69,2.85
2025,3,31,16,1.02,2.55
2025,3,31,17,0.35,1.61
2025,3,31,18,0,0.21
2025,3,31,19,0,0
2025,3,31,20,0,0
2025,3,31,21,0,0
2025,3,31,22,0,0
2025,3,31,23,0,0
2025,4,1,0,0,0
2025,4,1,1,0,0
2025,4,1,2,0,0
2025,4,1,3,0,0
2025,4,1,4,0,0
2025,4,1,5,0.02,0.19
2025,4,1,6,0.48,1.74
2025,4,1,7,1.2,2.61
2025,4,1,8,1.54,1.75
2025,4,1,9,2.36,2.87
2025,4,1,10,2.67,2.47
2025,4,1,11,2.53,1.52
2025,4,1,12,2.18,0.29
2025,4,1,13,1.66,0.1
2025,4,1,14,1.22,0.05
2025,4,1,15,0.87,0.1
2025,4,1,16,0.52,0.03
2025,4,1,17,0.17,0
2025,4,1,18,0,0
2025,4,1,19,0,0
2025,4,1,20,0,0
2025,4,1,21,0,0
2025,4,1,22,0,0
2025,4,1,23,0,0
2025,4,2,0,0,0
2025,4,2,1,0,0
2025,4,2,2,0,0
2025,4,2,3,0,0
2025,4,2,4,0,0
2025,4,2,5,0,0
2025,4,2,6,0.02,0
2025,4,2,7,0.05,0
2025,4,2,8,0.07,0
2025,4,2,9,0.44,0.02
2025,4,2,10,0.2,0.1
2025,4,2,11,0.28,0.14
2025,4,2,12,0.28,0.02
2025,4,2,13,0.67,0
2025,4,2,14,1.05,0
2025,4,2,15,0.69,0.15
2025,4,2,16,0.38,0.05
2025,4,2,17,0.15,0.01
2025,4,2,18,0,0
2025,4,2,19,0,0
2025,4,2,20,0,0
2025,4,2,21,0,0
2025,4,2,22,0,0
2025,4,2,23,0,0
2025,4,3,0,0,0
2025,4,3,1,0,0
2025,4,3,2,0,0
2025,4,3,3,0,0
2025,4,3,4,0,0
2025,4,3,5,0.03,0.22
2025,4,3,6,0.45,1.42
2025,4,3,7,1.05,2.08
2025,4,3,8,1.65,2.06
2025,4,3,9,1.59,0.59
2025,4,3,10,1.34,0.05
2025,4,3,11,1.07,0
2025,4,3,12,1.2,0
2025,4,3,13,1.03,0
2025,4,3,14,1.05,0.01
2025,4,3,15,0.82,0.05
2025,4,3,16,0.47,0.06
2025,4,3,17,0.16,0.09
2025,4,3,18,0,0
2025,4,3,19,0,0
2025,4,3,20,0,0
2025,4,3,21,0,0
2025,4,3,22,0,0
2025,4,3,23,0,0
2025,4,4,0,0,0
2025,4,4,1,0,0
2025,4,4,2,0,0
2025,4,4,3,0,0
2025,4,4,4,0,0
2025,4,4,5,0.03,0.17
2025,4,4,6,0.47,1.57
2025,4,4,7,1.16,2.39
2025,4,4,8,1.87,2.96
2025,4,4,9,1.82,1.19
2025,4,4,10,2.26,1.28
2025,4,4,11,1.17,0
2025,4,4,12,0.72,0.15
2025,4,4,13,0.52,0.05
2025,4,4,14,0.48,0
2025,4,4,15,0.34,0
2025,4,4,16,0.25,0
2025,4,4,17,0.1,0
2025,4,4,18,0,0
2025,4,4,19,0,0
2025,4,4,20,0,0
2025,4,4,21,0,0
2025,4,4,22,0,0
2025,4,4,23,0,0
2025,4,5,0,0,0
2025,4,5,1,0,0
2025,4,5,2,0,0
2025,4,5,3,0,0
2025,4,5,4,0,0
2025,4,5,5,0.02,0
2025,4,5,6,0.25,0.02
2025,4,5,7,0.6,0.02
2025,4,5,8,1.03,0.17
2025,4,5,9,2.12,1.84
2025,4,5,10,1.86,0.24
2025,4,5,11,1.82,0.73
2025,4,5,12,1.49,0
2025,4,5,13,1.32,0.09
2025,4,5,14,1.06,0
2025,4,5,15,0.74,0
2025,4,5,16,0.44,0
2025,4,5,17,0.14,0
2025,4,5,18,0,0
2025,4,5,19,0,0
2025,4,5,20,0,0
2025,4,5,21,0,0
2025,4,5,22,0,0
2025,4,5,23,0,0
2025,4,6,0,0,0
2025,4,6,1,0,0
2025,4,6,2,0,0
2025,4,6,3,0,0
2025,4,6,4,0,0
2025,4,6,5,0.04,0.19
2025,4,6,6,0.49,1.3
2025,4,6,7,1.18,2.31
2025,4,6,8,1.92,3.12
2025,4,6,9,2.44,2.99
2025,4,6,10,2.92,3.25
2025,4,6,11,3,2.89
2025,4,6,12,3.09,3.36
2025,4,6,13,2.53,2.75
2025,4,6,14,2.27,3.02
2025,4,6,15,1.58,2.66
2025,4,6,16,0.98,2.26
2025,4,6,17,0.37,1.15
2025,4,6,18,0,0
2025,4,6,19,0,0
2025,4,6,20,0,0
2025,4,6,21,0,0
2025,4,6,22,0,0
2025,4,6,23,0,0
2025,4,7,0,0,0
2025,4,7,1,0,0
2025,4,7,2,0,0
2025,4,7,3,0,0
2025,4,7,4,0,0
2025,4,7,5,0.02,0.07
2025,4,7,6,0.18,0.82
2025,4,7,7,0.45,1.27
2025,4,7,8,0.5,0.1
2025,4,7,9,0.85,0.41
2025,4,7,10,1.26,0.27
2025,4,7,11,1.97,0.34
2025,4,7,12,2.02,0.71
2025,4,7,13,1.8,1.31
2025,4,7,14,1.88,1.55
2025,4,7,15,1.3,2
2025,4,7,16,0.81,1.51
2025,4,7,17,0.3,1
2025,4,7,18,0,0
2025,4,7,19,0,0
2025,4,7,20,0,0
2025,4,7,21,0,0
2025,4,7,22,0,0
2025,4,7,23,0,0
2025,4,8,0,0,0
2025,4,8,1,0,0
2025,4,8,2,0,0
2025,4,8,3,0,0
2025,4,8,4,0,0
2025,4,8,5,0.06,0.51
2025,4,8,6,0.5,1.59
2025,4,8,7,1.11,2.27
2025,4,8,8,1.7,2.84
2025,4,8,9,2.34,2.88
2025,4,8,10,2.97,3.27
2025,4,8,11,3.22,3.58
2025,4,8,12,3.2,3.66
2025,4,8,13,2.87,3.53
2025,4,8,14,2.41,3.25
2025,4,8,15,1.68,2.54
2025,4,8,16,0.95,1.9
2025,4,8,17,0.32,0.89
2025,4,8,18,0.01,0.04
2025,4,8,19,0,0
2025,4,8,20,0,0
2025,4,8,21,0,0
2025,4,8,22,0,0
2025,4,8,23,0,0
2025,4,9,0,0,0
2025,4,9,1,0,0
2025,4,9,2,0,0
2025,4,9,3,0,0
2025,4,9,4,0,0
2025,4,9,5,0.03,0
2025,4,9,6,0.24,0.02
2025,4,9,7,0.58,0.05
2025,4,9,8,1.07,0.12
2025,4,9,9,1.08,0.82
2025,4,9,10,0.57,0.04
2025,4,9,11,0.74,0.3
2025,4,9,12,0.43,0.01
2025,4,9,13,0.75,0
2025,4,9,14,0.36,0
2025,4,9,15,0.23,0
2025,4,9,16,0.15,0
2025,4,9,17,0.05,0
2025,4,9,18,0,0
2025,4,9,19,0,0
2025,4,9,20,0,0
2025,4,9,21,0,0
2025,4,9,22,0,0
2025,4,9,23,0,0
2025,4,10,0,0,0
2025,4,10,1,0,0
2025,4,10,2,0,0
2025,4,10,3,0,0
2025,4,10,4,0,0
2025,4,10,5,0.02,0
2025,4,10,6,0.15,0
2025,4,10,7,0.37,0.01
2025,4,10,8,0.66,0
2025,4,10,9,0.84,0.1
2025,4,10,10,1.14,0.18
2025,4,10,11,1.32,0.16
2025,4,10,12,1.26,0.01
2025,4,10,13,1.44,1.15
2025,4,10,14,1.01,0.34
2025,4,10,15,0.8,0.59
2025,4,10,16,0.48,0.39
2025,4,10,17,0.19,0.19
2025,4,10,18,0.01,0.01
2025,4,10,19,0,0
2025,4,10,20,0,0
2025,4,10,21,0,0
2025,4,10,22,0,0
2025,4,10,23,0,0
2025,4,11,0,0,0
2025,4,11,1,0,0
2025,4,11,2,0,0
2025,4,11,3,0,0
2025,4,11,4,0,0
2025,4,11,5,0.06,0.3
2025,4,11,6,0.53,1.67
2025,4,11,7,1.24,2.39
2025,4,11,8,1.24,0.75
2025,4,11,9,1.95,1.36
2025,4,11,10,2.79,3.16
2025,4,11,11,2.95,3.09
2025,4,11,12,3.08,3.17
2025,4,11,13,1.72,0.8
2025,4,11,14,1.45,0.77
2025,4,11,15,1.08,1.03
2025,4,11,16,0.87,1.17
2025,4,11,17,0.27,0.33
2025,4,11,18,0.02,0.09
2025,4,11,19,0,0
2025,4,11,20,0,0
2025,4,11,21,0,0
2025,4,11,22,0,0
2025,4,11,23,0,0
2025,4,12,0,0,0
2025,4,12,1,0,0
2025,4,12,2,0,0
2025,4,12,3,0,0
2025,4,12,4,0,0
2025,4,12,5,0.07,0.3
2025,4,12,6,0.59,1.65
2025,4,12,7,1.28,2.39
2025,4,12,8,1.95,2.68
2025,4,12,9,2.5,3.11
2025,4,12,10,2.88,3.14
2025,4,12,11,3.07,3.21
2025,4,12,12,3.06,3.22
2025,4,12,13,2.81,3.05
2025,4,12,14,1.37,0.67
2025,4,12,15,1.74,2.43
2025,4,12,16,0.96,1.36
2025,4,12,17,0.33,0.52
2025,4,12,18,0.02,0.01
2025,4,12,19,0,0
2025,4,12,20,0,0
2025,4,12,21,0,0
2025,4,12,22,0,0
2025,4,12,23,0,0
2025,4,13,0,0,0
2025,4,13,1,0,0
2025,4,13,2,0,0
2025,4,13,3,0,0
2025,4,13,4,0,0
2025,4,13,5,0.04,0
2025,4,13,6,0.29,0
2025,4,13,7,0.58,0
2025,4,13,8,0.94,0.03
2025,4,13,9,1.13,0.45
2025,4,13,10,1.16,0.01
2025,4,13,11,1.43,0.03
2025,4,13,12,1.34,0.02
2025,4,13,13,0.45,0.01
2025,4,13,14,0.52,0.07
2025,4,13,15,0.57,0
2025,4,13,16,0.4,0.05
2025,4,13,17,0.17,0.06
2025,4,13,18,0.01,0
2025,4,13,19,0,0
2025,4,13,20,0,0
2025,4,13,21,0,0
2025,4,13,22,0,0
2025,4,13,23,0,0
2025,4,14,0,0,0
2025,4,14,1,0,0
2025,4,14,2,0,0
2025,4,14,3,0,0
2025,4,14,4,0,0
2025,4,14,5,0.08,0.17
2025,4,14,6,0.55,0.89
2025,4,14,7,1.06,1.15
2025,4,14,8,1.58,1.38
2025,4,14,9,2.08,1.56
2025,4,14,10,2.58,1.81
2025,4,14,11,3.18,3.35
2025,4,14,12,3.13,3.36
2025,4,14,13,2.89,3.3
2025,4,14,14,1.65,0.92
2025,4,14,15,1.86,2.94
2025,4,14,16,1.13,2.26
2025,4,14,17,0.46,1.53
2025,4,14,18,0.02,0.04
2025,4,14,19,0,0
2025,4,14,20,0,0
2025,4,14,21,0,0
2025,4,14,22,0,0
2025,4,14,23,0,0
2025,4,15,0,0,0
2025,4,15,1,0,0
2025,4,15,2,0,0
2025,4,15,3,0,0
2025,4,15,4,0,0
2025,4,15,5,0.04,0.05
2025,4,15,6,0.22,0.27
2025,4,15,7,0.55,0.52
2025,4,15,8,0.78,0.02
2025,4,15,9,2.05,1.03
2025,4,15,10,2.64,2.38
2025,4,15,11,3.03,2.9
2025,4,15,12,2.95,2.72
2025,4,15,13,2.44,2.56
2025,4,15,14,1.68,1.25
2025,4,15,15,1.16,0.8
2025,4,15,16,0.71,0.79
2025,4,15,17,0.3,0.57
2025,4,15,18,0.02,0.02
2025,4,15,19,0,0
2025,4,15,20,0,0
2025,4,15,21,0,0
2025,4,15,22,0,0
2025,4,15,23,0,0
2025,4,16,0,0,0
2025,4,16,1,0,0
2025,4,16,2,0,0
2025,4,16,3,0,0
2025,4,16,4,0,0
2025,4,16,5,0.1,0.82
2025,4,16,6,0.56,1.71
2025,4,16,7,1.09,2.27
2025,4,16,8,1.59,2.67
2025,4,16,9,2.17,2.51
2025,4,16,10,2.87,3.12
2025,4,16,11,2.68,1.71
2025,4,16,12,3.19,3.68
2025,4,16,13,1.97,0.92
2025,4,16,14,2.33,2.96
2025,4,16,15,1.81,2.47
2025,4,16,16,1.06,1.96
2025,4,16,17,0.37,0.76
2025,4,16,18,0.02,0.02
2025,4,16,19,0,0
2025,4,16,20,0,0
2025,4,16,21,0,0
2025,4,16,22,0,0
2025,4,16,23,0,0
2025,4,17,0,0,0
2025,4,17,1,0,0
2025,4,17,2,0,0
2025,4,17,3,0,0
2025,4,17,4,0,0
2025,4,17,5,0.09,0.09
2025,4,17,6,0.52,0.58
2025,4,17,7,1.05,0.64
2025,4,17,8,1.6,0.81
2025,4,17,9,1.76,0.38
2025,4,17,10,1.4,0
2025,4,17,11,0.98,0
2025,4,17,12,0.71,0
2025,4,17,13,0.87,0
2025,4,17,14,0.44,0
2025,4,17,15,0.28,0
2025,4,17,16,0.2,0.01
2025,4,17,17,0.18,0.01
2025,4,17,18,0.01,0
2025,4,17,19,0,0
2025,4,17,20,0,0
2025,4,17,21,0,0
2025,4,17,22,0,0
2025,4,17,23,0,0
2025,4,18,0,0,0
2025,4,18,1,0,0
2025,4,18,2,0,0
2025,4,18,3,0,0
2025,4,18,4,0,0
2025,4,18,5,0.05,0.02
2025,4,18,6,0.19,0.08
2025,4,18,7,0.31,0.14
2025,4,18,8,0.31,0.04
2025,4,18,9,0.88,0.6
2025,4,18,10,1.37,0.6
2025,4,18,11,2.03,0.53
2025,4,18,12,1.47,0.18
2025,4,18,13,0.8,0.09
2025,4,18,14,0.18,0.03
2025,4,18,15,0.51,0
2025,4,18,16,0.45,0.01
2025,4,18,17,0.18,0.01
2025,4,18,18,0.02,0
2025,4,18,19,0,0
2025,4,18,20,0,0
2025,4,18,21,0,0
2025,4,18,22,0,0
2025,4,18,23,0,0
2025,4,19,0,0,0
2025,4,19,1,0,0
2025,4,19,2,0,0
2025,4,19,3,0,0
2025,4,19,4,0,0
2025,4,19,5,0.03,0
2025,4,19,6,0.26,0.09
2025,4,19,7,0.49,0.05
2025,4,19,8,0.8,0.04
2025,4,19,9,1.41,0.42
2025,4,19,10,1.8,0.26
2025,4,19,11,2.09,1.03
2025,4,19,12,1.87,0.05
2025,4,19,13,1.66,0.09
2025,4,19,14,1.19,0.1
2025,4,19,15,1.23,1.15
2025,4,19,16,0.75,0.78
2025,4,19,17,0.32,0.36
2025,4,19,18,0.03,0.03
2025,4,19,19,0,0
2025,4,19,20,0,0
2025,4,19,21,0,0
2025,4,19,22,0,0
2025,4,19,23,0,0
2025,4,20,0,0,0
2025,4,20,1,0,0
2025,4,20,2,0,0
2025,4,20,3,0,0
2025,4,20,4,0,0
2025,4,20,5,0.14,0.4
2025,4,20,6,0.63,1.15
2025,4,20,7,1.17,1.43
2025,4,20,8,1.72,1.53
2025,4,20,9,1.21,0.59
2025,4,20,10,0.71,0.05
2025,4,20,11,0.77,0.13
2025,4,20,12,0.77,0.08
2025,4,20,13,0.38,0.01
2025,4,20,14,0.67,0.07
2025,4,20,15,0.63,0
2025,4,20,16,0.41,0
2025,4,20,17,0.18,0
2025,4,20,18,0.02,0
2025,4,20,19,0,0
2025,4,20,20,0,0
2025,4,20,21,0,0
2025,4,20,22,0,0
2025,4,20,23,0,0
2025,4,21,0,0,0
2025,4,21,1,0,0
2025,4,21,2,0,0
2025,4,21,3,0,0
2025,4,21,4,0,0
2025,4,21,5,0.06,0.18
2025,4,21,6,0.19,0.34
2025,4,21,7,0.26,0.27
2025,4,21,8,0.25,0
2025,4,21,9,0.43,0.1
2025,4,21,10,0.73,0.1
2025,4,21,11,1.02,0.11
2025,4,21,12,1.35,0.13
2025,4,21,13,1.23,0.03
2025,4,21,14,0.95,0.02
2025,4,21,15,0.91,0.18
2025,4,21,16,0.58,0.46
2025,4,21,17,0.29,0.36
2025,4,21,18,0.03,0.06
2025,4,21,19,0,0
2025,4,21,20,0,0
2025,4,21,21,0,0
2025,4,21,22,0,0
2025,4,21,23,0,0
2025,4,22,0,0,0
2025,4,22,1,0,0
2025,4,22,2,0,0
2025,4,22,3,0,0
2025,4,22,4,0,0
2025,4,22,5,0.12,0.29
2025,4,22,6,0.45,0.73
2025,4,22,7,0.83,0.81
2025,4,22,8,1.18,0.35
2025,4,22,9,1.48,0.27
2025,4,22,10,1.68,0.72
2025,4,22,11,0.76,0.17
2025,4,22,12,0.85,0.04
2025,4,22,13,0.81,0.35
2025,4,22,14,1.38,0.95
2025,4,22,15,1,0.89
2025,4,22,16,0.66,0.87
2025,4,22,17,0.3,0.54
2025,4,22,18,0.03,0.04
2025,4,22,19,0,0
2025,4,22,20,0,0
2025,4,22,21,0,0
2025,4,22,22,0,0
2025,4,22,23,0,0
2025,4,23,0,0,0
2025,4,23,1,0,0
2025,4,23,2,0,0
2025,4,23,3,0,0
2025,4,23,4,0,0
2025,4,23,5,0.04,0
2025,4,23,6,0.24,0
2025,4,23,7,0.54,0
2025,4,23,8,0.82,0
2025,4,23,9,1.32,0.31
2025,4,23,10,0.49,0.15
2025,4,23,11,0.96,0.06
2025,4,23,12,1.21,0
2025,4,23,13,1.93,1.36
2025,4,23,14,1.97,2.06
2025,4,23,15,1.41,1.77
2025,4,23,16,0.98,1.62
2025,4,23,17,0.46,1.19
2025,4,23,18,0.05,0.13
2025,4,23,19,0,0
2025,4,23,20,0,0
2025,4,23,21,0,0
2025,4,23,22,0,0
2025,4,23,23,0,0
2025,4,24,0,0,0
2025,4,24,1,0,0
2025,4,24,2,0,0
2025,4,24,3,0,0
2025,4,24,4,0,0
2025,4,24,5,0.13,0.12
2025,4,24,6,0.64,0.76
2025,4,24,7,1.28,1.51
2025,4,24,8,1.94,2.16
2025,4,24,9,2.54,2.42
2025,4,24,10,2.67,2.15
2025,4,24,11,2.91,2.33
2025,4,24,12,2.99,2.74
2025,4,24,13,2.82,2.79
2025,4,24,14,2.21,2.17
2025,4,24,15,1.69,2.06
2025,4,24,16,1.03,1.28
2025,4,24,17,0.41,0.54
2025,4,24,18,0.04,0.02
2025,4,24,19,0,0
2025,4,24,20,0,0
2025,4,24,21,0,0
2025,4,24,22,0,0
2025,4,24,23,0,0
2025,4,25,0,0,0
2025,4,25,1,0,0
2025,4,25,2,0,0
2025,4,25,3,0,0
2025,4,25,4,0,0
2025,4,25,5,0.13,0.05
